103869187,1264928,137,134
103891100,1245579,76,117
103909091,1240900,109,19
103866782,1264719,70,111
103901086,1267838,68,119
103901334,1274275,133,72
103889953,1261660,40,38
103855827,1245889,19,74
103910741,1281764,120,143
103856149,1264512,16,106
103896679,1250258,87,66
103910390,1255395,8,134
103864374,1282392,81,122
103863174,1249902,136,141
103877082,1257958,96,127
103913243,1268801,90,93
103877326,1260040,40,108
103875674,1247818,88,143
103868193,1255952,22,83
103901413,1268325,34,142
103905186,1248268,65,141
103900686,1280549,88,65
103896367,1252413,105,86
103901917,1267884,102,45
103879487,1252260,33,108
103887709,1276291,74,137
103887717,1253422,79,131
103903160,1238050,0,143
103868213,1256781,27,135
103855910,1269945,29,66
103883107,1266565,24,127
103871371,1240289,105,68
103915152,1239510,63,105
103884765,1267272,62,140
103898690,1255390,43,69
103888785,1249491,6,40
103857586,1268901,137,111
103903219,1253988,123,62
103881806,1283714,5,27
103908337,1239706,117,144
103909063,1239995,0,144
103868434,1252985,119,138
103907618,1271254,99,118
103873207,1245065,112,117
103869620,1270040,109,55
103914320,1283021,24,85
103898529,1245992,47,120
103876694,1272444,102,79
103906492,1266510,69,65
103893598,1259104,81,102
103879481,1277657,83,78
103880288,1281002,113,134
103886767,1261769,88,52
103886900,1254636,81,59
103878694,1240760,59,114
103885012,1281853,32,90
103904944,1275980,35,73
103888314,1278608,96,135
103881397,1238297,99,120
103864945,1243899,68,61
103914311,1238752,20,144
103865253,1256139,57,126
103870299,1258745,69,11
103872704,1277628,28,139
103877755,1278318,121,114
103899494,1280602,28,121
103905655,1250069,18,122
103881923,1274563,85,68
103867952,1277865,87,93
103891009,1248454,21,69
103910199,1277142,130,73
103869841,1265896,29,110
103863581,1259757,119,80
103898734,1260825,64,117
103860679,1258065,28,109
103914937,1274728,127,119
103904035,1261754,119,136
103906430,1274986,16,123
103880110,1271108,1,126
103881683,1260753,2,143
103866804,1239689,139,126
103911198,1281761,108,136
103902581,1239384,25,26
103887369,1263291,91,135
103877436,1276086,87,143
103910002,1245912,36,124
103859132,1252893,106,126
103858313,1243838,1,82
