103988805,1254624,10,104
104008668,1262860,21,71
103994934,1265969,74,126
104003674,1244831,51,132
104001819,1267508,35,91
103984895,1245108,28,127
104012191,1257163,89,111
104040753,1281106,61,69
103991699,1244203,47,127
104031873,1283889,7,126
103987270,1272443,140,138
104027312,1270575,55,60
103989234,1280849,108,122
103995243,1270534,41,54
104013644,1281892,16,112
104008592,1256933,98,63
104024666,1258597,135,144
104018904,1272348,21,101
104019716,1246392,91,124
104003652,1268538,94,144
104004627,1267694,127,114
103981559,1239229,47,144
103998218,1274347,3,58
103994567,1247541,2,61
104024671,1263400,31,125
104040350,1250034,64,116
103980645,1282332,18,117
104029588,1242666,60,144
104026639,1247918,140,105
104013849,1261529,36,139
104004116,1280156,46,87
104032228,1253579,66,135
104026942,1238936,97,113
104035010,1244036,125,112
104029293,1283255,21,84
103992248,1264961,36,71
104033939,1248253,76,96
104037338,1256889,26,122
104016951,1263817,127,102
103990946,1258636,125,140
103992844,1247077,133,141
104034120,1258306,83,131
104002287,1265444,0,54
104037501,1252248,18,139
104022341,1268742,34,133
104010953,1252742,32,123
104018159,1250650,43,96
104014275,1276643,139,101
104022296,1241247,39,127
104037595,1273727,27,140
104020273,1262135,130,144
104026583,1258695,77,104
104015027,1266191,8,125
104025222,1266567,19,132
104013288,1243947,101,64
104034828,1274568,94,111
104028367,1260043,55,135
104036850,1251202,48,132
104011597,1281484,120,120
103982614,1282832,114,139
104006841,1264290,35,82
104040074,1251469,38,95
104021262,1270567,61,142
104027444,1255976,50,129
103986325,1278579,59,123
104024212,1260485,11,124
104015623,1277415,142,143
103997769,1240860,98,139
104034110,1246704,47,134
103996484,1274400,10,114
103984774,1248565,124,84
104028706,1280458,7,19
103997660,1255388,63,72
104001146,1238854,46,89
104032779,1284131,140,140
103998101,1246666,25,144
103993036,1273535,10,139
104018693,1267376,123,125
103993821,1278209,85,77
104018446,1271476,30,140
103989349,1245052,105,122
104003682,1264862,36,111
103986718,1282887,33,73
103999570,1271611,81,109
103984249,1259575,4,128
104012336,1267895,20,93
104018881,1266654,47,93
103990379,1266614,114,112
103980606,1273359,110,135
104026785,1243535,96,138
104034911,1270851,90,138
104032464,1269020,29,122
104007532,1271583,84,114
104035616,1280496,109,108
104032435,1278025,22,139
103988560,1245608,139,118
104027167,1282703,72,96
104023597,1261681,47,102
104003940,1273446,76,37
104037918,1275841,38,121
104037579,1238096,87,126
104020503,1253537,92,123
103995843,1239788,41,140
104042943,1240592,2,143
103993892,1279840,77,142
104013825,1244512,136,118
104005764,1243544,19,101
103997676,1263377,21,120
104034486,1265297,6,112
104035721,1282991,67,81
104003546,1274415,57,92
104005814,1276880,72,84
104021261,1253459,120,97
103998722,1283498,9,91
104022680,1249068,36,107
104029838,1256691,142,126
103995582,1242398,127,140
104017770,1262476,81,108
104020796,1253922,62,83
104037011,1249905,72,122
103992801,1241789,102,115
103985317,1279552,126,95
104043161,1244996,131,101
104039553,1282166,41,139
103995456,1256965,54,107
103994314,1250876,123,63
104035075,1269395,98,127
104024043,1275180,61,125
104021802,1245846,53,82
103985449,1247203,138,144
103982124,1242386,48,87
104022835,1274618,20,134
104003293,1238976,7,90
104043354,1239308,108,120
104033578,1273737,96,83
104041179,1264596,4,110
104009851,1267904,138,138
104015526,1257797,9,91
104021295,1281957,116,141
104031601,1282564,49,78
104002227,1253193,17,17
104021578,1245968,86,95
104016315,1276484,56,130
103984070,1269816,41,115
104002041,1283404,141,122
104001892,1262523,12,126
104017336,1278236,91,125
104028480,1242298,74,95
103997787,1264111,133,127
104000284,1238285,137,94
104000586,1244573,73,131
104020558,1263342,104,115
104020838,1252670,18,125
104004618,1263266,129,95
104017279,1272781,99,139
104000011,1267208,1,138
103985897,1258646,73,131
104021926,1276668,99,103
104019980,1246213,55,128
104031927,1263193,29,142
103981059,1249740,12,143
103980812,1262238,66,132
103990772,1251067,92,103
103983675,1259496,110,114
104007470,1246870,20,131
104037528,1262670,65,144
104032890,1270629,24,70
103997051,1251794,5,84
104032087,1279327,64,139
103992225,1244915,74,127
104017107,1250448,37,81
103998798,1279107,0,77
104008777,1246227,48,10
104028362,1238892,54,134
103984651,1243126,66,35
103988159,1249616,121,87
104013602,1276993,49,113
104035238,1269601,71,105
103992285,1238723,100,71
104040172,1270326,72,136
104004052,1237906,69,122
104023190,1246145,40,139
104024139,1275976,19,133
103989450,1243543,67,108
104005710,1270598,112,93
104031053,1255493,111,144
103987152,1244656,91,40
104037999,1248837,110,112
103997767,1250117,19,103
104041246,1242215,124,137
104018985,1271187,140,123
103994146,1241739,18,105
104032949,1257530,119,144
103996339,1246106,117,142
104024436,1271997,93,134
104019487,1240066,113,126
104017011,1264383,86,92
104042245,1241968,87,36
104016854,1282792,128,96
104000160,1246683,121,142
103991745,1246056,0,128
104024260,1263169,104,105
104019745,1265276,91,73
104034434,1240963,8,79
104018491,1264226,84,124
103995031,1272373,91,140
104030292,1281730,93,83
104038904,1259866,99,70
103988601,1265079,9,71
104033564,1276938,88,122
103980698,1261669,91,140
104033783,1272020,75,70
103997184,1239215,46,96
103980699,1267792,34,59
104002470,1244006,20,42
104025782,1259774,63,132
104039238,1276790,89,144
104016284,1284063,67,86
104006595,1277879,98,139
104002800,1244593,100,138
104021965,1269992,107,142
104039525,1241336,94,54
104018451,1243888,70,95
103997582,1238072,65,105
104007486,1242997,31,95
104010320,1256086,11,134
103997640,1254112,118,136
103982027,1244223,25,122
103994873,1280381,98,144
103998077,1243100,109,53
103995616,1243501,11,57
104011075,1277057,127,117
104042673,1279416,129,107
104038819,1240583,75,67
103990016,1253176,105,95
104000163,1277408,23,134
104011557,1280554,55,139
104021889,1271252,139,19
104011948,1274511,139,106
104033791,1271921,126,137
104029081,1247445,15,93
104010745,1248633,118,107
104007161,1268637,127,143
103985253,1250351,140,140
104004991,1241994,5,119
104040293,1272411,118,144
103989653,1268484,138,91
103989032,1275280,82,140
103986692,1261443,74,29
103989596,1270618,110,135
104002928,1239132,141,88
104005106,1280232,21,107
104019872,1241512,41,113
104009019,1273835,124,143
104015362,1276660,131,91
104027672,1271636,94,131
104007087,1266921,69,71
104012591,1245810,64,138
103982336,1247826,99,99
104041780,1243626,19,106
104012357,1265963,56,127
103981367,1284536,129,65
104033269,1248490,93,103
104042916,1262822,5,74
104032915,1283512,36,133
104035787,1262990,132,137
104025171,1239388,29,142
103983971,1271515,55,88
104025964,1240761,136,135
104015230,1270087,109,131
104026914,1280842,94,144
103999636,1238790,27,138
104006344,1249649,47,54
104035129,1238636,43,143
104034475,1283867,137,136
104009502,1281744,138,143
104018194,1247509,129,142
103984348,1272022,130,142
104020575,1238042,53,93
103992938,1268061,39,59
104018821,1268642,60,136
104004765,1276149,10,143
104023112,1245796,16,92
104027620,1247666,73,81
104040243,1261724,140,133
104015401,1247369,113,16
103987350,1238085,53,92
104029757,1268138,87,133
104035908,1247265,60,105
104013108,1262872,58,134
103983003,1281337,31,61
104000497,1276703,52,120
104001459,1278422,120,137
104042479,1283778,140,48
104018941,1252476,71,84
104040478,1248454,138,28
104043235,1266531,54,109
103997463,1247213,5,125
103992964,1249087,62,94
104008198,1254616,0,118
103983640,1253923,67,48
104026536,1282426,124,128
104030746,1265277,48,101
104000253,1275038,81,44
104020737,1265798,67,124
104001789,1274956,69,142
104030395,1248429,6,78
104013452,1273873,130,5
103982309,1272714,126,138
104034674,1241434,66,109
103996262,1240488,133,141
104012109,1260827,98,122
104032431,1259214,112,76
103993148,1265812,81,132
104016562,1257714,55,131
103993363,1241619,74,69
103990325,1272912,106,133
104023550,1261278,32,67
104040766,1268877,0,109
104017706,1282893,27,86
103988179,1276694,143,111
103992110,1239260,51,118
104020179,1274272,91,79
104005831,1242210,124,71
103989675,1270621,135,129
104043276,1273777,65,129
104029768,1249821,116,137
104040719,1275503,98,84
103981721,1246033,109,109
104034886,1255682,121,57
103996970,1246856,139,131
104027548,1261695,8,93
104002359,1254398,60,93
103987802,1282474,143,139
103984754,1267357,112,136
104017895,1267965,116,22
104004195,1255387,3,49
104042151,1275259,141,123
104036986,1283724,111,144
103994147,1258124,76,126
104039450,1278247,42,66
104003779,1261269,141,144
103987642,1239381,23,37
104039520,1265026,39,88
104033242,1239853,48,123
103986532,1262425,139,115
104035725,1248331,118,65
103987887,1244001,99,120
104042813,1283578,25,107
104038224,1277563,44,95
103982135,1247317,131,22
103992360,1267679,16,62
103984729,1238693,5,142
103984371,1253037,9,58
104033928,1258796,75,123
104018581,1280767,142,118
103991670,1243283,79,135
103996117,1258709,94,72
104020792,1247097,77,132
104021406,1251261,9,61
104023384,1247005,65,120
104000549,1250129,135,132
104005397,1242847,41,87
104028599,1274648,100,67
104018108,1259008,8,108
104039666,1244193,55,144
103985146,1247963,81,140
104003152,1277998,55,133
104040752,1262588,1,134
104032829,1239095,129,122
103991475,1259317,8,135
104028909,1264949,118,144
104016632,1247644,71,122
103984341,1273163,94,141
104042940,1282428,25,142
104011618,1266727,8,144
104031905,1270431,95,136
104023957,1238226,57,96
103988532,1263338,42,138
104027271,1254258,117,132
104005915,1264550,107,98
103981888,1271723,68,131
104023276,1248371,46,140
104013307,1246542,25,143
104039941,1247413,142,137
103993971,1281706,53,67
104021639,1284063,132,133
103996765,1251234,18,121
103983798,1244936,14,116
104020475,1249324,15,76
103998243,1266916,118,137
104041674,1262633,136,98
104020228,1242904,5,122
103999362,1237936,63,123
104022784,1269161,114,100
104004015,1260871,27,44
104039038,1268434,55,144
103984117,1283881,83,75
104013435,1274010,116,116
104040552,1246970,66,86
103985326,1253768,47,49
104001494,1277927,75,132
103995663,1245470,32,95
104028185,1260188,14,61
104021749,1268251,97,125
103988742,1264219,59,61
104023269,1243536,134,134
103980572,1255804,6,134
104008960,1273235,17,103
104005278,1281093,133,124
104009866,1251027,14,138
104017468,1283348,106,94
103993302,1276023,1,133
104012742,1262055,24,135
103999809,1265192,89,120
103994633,1280955,79,129
104023395,1278388,65,144
104019576,1273140,22,127
103996583,1283106,16,141
104021181,1254043,118,130
104008517,1241720,82,112
103985656,1259223,126,125
